220	115	137	136
221	116	117	138
222	116	138	137
223	117	118	139
224	117	139	138
225	118	119	140
226	118	140	139
227	119	120	141
228	119	141	140
229	120	121	142
230	120	142	141
231	121	122	143
232	121	143	142
233	122	123	144
234	122	144	143
235	123	124	145
236	123	145	144
237	124	125	146
238	124	146	145
239	125	126	147
240	125	147	146
241	127	128	149
242	127	149	148
243	128	129	150
244	128	150	149
245	129	130	151
246	129	151	150
247	130	131	152
248	130	152	151
249	131	132	153
250	131	153	152
251	132	133	154
252	132	154	153
253	133	134	155
254	133	155	154
255	134	135	156
256	134	156	155
257	135	136	157
258	135	157	156
259	136	137	158
260	136	158	157
261	137	138	159
262	137	159	158
263	138	139	160
264	138	160	159
265	139	140	161
266	139	161	160
267	140	141	162
268	140	162	161
269	141	142	163
270	141	163	162
271	142	143	164
272	142	164	163
273	143	144	165
274	143	165	164
275	144	145	166
276	144	166	165
277	145	146	167
278	145	167	166
279	146	147	168
280	146	168	167
281	148	149	170
282	148	170	169
283	149	150	171
284	149	171	170
285	150	151	172
286	150	172	171
287	151	152	173
288	151	173	172
289	152	153	174
290	152	174	173
291	153	154	175
292	153	175	174
293	154	155	176
294	154	176	175
295	155	156	177
296	155	177	176
297	156	157	178
298	156	178	177
299	157	158	179
300	157	179	178
301	158	159	180
302	158	180	179
303	159	160	181
304	159	181	180
305	160	161	182
306	160	182	181
307	161	162	183
308	161	183	182
309	162	163	184
310	162	184	183
311	163	164	185
312	163	185	184
313	164	165	186
314	164	186	185
315	165	166	187
316	165	187	186
317	166	167	188
318	166	188	187
319	167	168	189
320	167	189	188
321	169	170	191
322	169	191	190
323	170	171	192
324	170	192	191
325	171	172	193
326	171	193	192
327	172	173	194
328	172	194	193
329	173	174	195
330	173	195	194
331	174	175	196
332	174	196	195
333	175	176	197
334	175	197	196
335	176	177	198
336	176	198	197
337	177	178	199
338	177	199	198
339	178	179	200
340	178	200	199
341	179	180	201
342	179	201	200
343	180	181	202
344	180	202	201
345	181	182	203
346	181	203	202
347	182	183	204
348	182	204	203
349	183	184	205
350	183	205	204
351	184	185	206
352	184	206	205
353	185	186	207
354	185	207	206
355	186	187	208
356	186	208	207
357	187	188	209
358	187	209	208
359	188	189	210
360	188	210	209
361	190	191	212
362	190	212	211
363	191	192	213
364	191	213	212
365	192	193	214
366	192	214	213
367	193	194	215
368	193	215	214
369	194	195	216
370	194	216	215
371	195	196	217
372	195	217	216
373	196	197	218
374	196	218	217
375	197	198	219
376	197	219	218
377	198	199	220
378	198	220	219
379	199	200	221
380	199	221	220
381	200	201	222
382	200	222	221
383	201	202	223
384	201	223	222
385	202	203	224
386	202	224	223
387	203	204	225
388	203	225	224
389	204	205	226
390	204	226	225
391	205	206	227
392	205	227	226
393	206	207	228
394	206	228	227
395	207	208	229
396	207	229	228
397	208	209	230
398	208	230	229
399	209	210	231
400	209	231	230
401	211	212	233
402	211	233	232
403	212	213	234
404	212	234	233
405	213	214	235
406	213	235	234
407	214	215	236
408	214	236	235
409	215	216	237
410	215	237	236
411	216	217	238
412	216	238	237
413	217	218	239
414	217	239	238
415	218	219	240
416	218	240	239
417	219	220	241
418	219	241	240
419	220	221	242
420	220	242	241
421	221	222	243
422	221	243	242
423	222	223	244
424	222	244	243
425	223	224	245
426	223	245	244
427	224	225	246
428	224	246	245
429	225	226	247
430	225	247	246
431	226	227	248
432	226	248	247
433	227	228	249
434	227	249	248
435	228	229	250
436	228	250	249
437	229	230	251
438	229	251	250
439	230	231	252
440	230	252	251
441	232	233	254
442	232	254	253
443	233	234	255
444	233	255	254
445	234	235	256
446	234	256	255
447	235	236	257
448	235	257	256
449	236	237	258
450	236	258	257
451	237	238	259
452	237	259	258
453	238	239	260
454	238	260	259
455	239	240	261
456	239	261	260
457	240	241	262
458	240	262	261
459	241	242	263
460	241	263	262
461	242	243	264
462	242	264	263
463	243	244	265
464	243	265	264
465	244	245	266
466	244	266	265
467	245	246	267
468	245	267	266
469	246	247	268
470	246	268	267
471	247	248	269
472	247	269	268
473	248	249	270
474	248	270	269
475	249	250	271
476	249	271	270
477	250	251	272
478	250	272	271
479	251	252	273
480	251	273	272
481	253	254	275
482	253	275	274
483	254	255	276
484	254	276	275
485	255	256	277
486	255	277	276
487	256	257	278
488	256	278	277
489	257	258	279
490	257	279	278
491	258	259	280
492	258	280	279
493	259	260	281
494	259	281	280
495	260	261	282
496	260	282	281
497	261	262	283
498	261	283	282
499	262	263	284
500	262	284	283
501	263	264	285
502	263	285	284
503	264	265	286
504	264	286	285
505	265	266	287
506	265	287	286
507	266	267	288
508	266	288	287
509	267	268	289
510	267	289	288
511	268	269	290
512	268	290	289
513	269	270	291
514	269	291	290
515	270	271	292
516	270	292	291
517	271	272	293
518	271	293	292
519	272	273	294
520	272	294	293
521	274	275	296
522	274	296	295
523	275	276	297
524	275	297	296
525	276	277	298
526	276	298	297
527	277	278	299
528	277	299	298
529	278	279	300
530	278	300	299
531	279	280	301
532	279	301	300
533	280	281	302
534	280	302	301
535	281	282	303
536	281	303	302
537	282	283	304
538	282	304	303
539	283	284	305
540	283	305	304
541	284	285	306
542	284	306	305
543	285	286	307
544	285	307	306
545	286	287	308
546	286	308	307
547	287	288	309
548	287	309	308
549	288	289	310
550	288	310	309
551	289	290	311
552	289	311	310
553	290	291	312
554	290	312	311
555	291	292	313
556	291	313	312
557	292	293	314
558	292	314	313
559	293	294	315
560	293	315	314
561	295	296	317
562	295	317	316
563	296	297	318
564	296	318	317
565	297	298	319
566	297	319	318
567	298	299	320
568	298	320	319
569	299	300	321
570	299	321	320
571	300	301	322
572	300	322	321
573	301	302	323
574	301	323	322
575	302	303	324
576	302	324	323
577	303	304	325
578	303	325	324
579	304	305	326
580	304	326	325
581	305	306	327
582	305	327	326
583	306	307	328
584	306	328	327
585	307	308	329
586	307	329	328
587	308	309	330
588	308	330	329
589	309	310	331
590	309	331	330
591	310	311	332
592	310	332	331
593	311	312	333
594	311	333	332
595	312	313	334
596	312	334	333
597	313	314	335
598	313	335	334
599	314	315	336
600	314	336	335
601	316	317	338
602	316	338	337
603	317	318	339
604	317	339	338
605	318	319	340
606	318	340	339
607	319	320	341
608	319	341	340
609	320	321	342
610	320	342	341
611	321	322	343
612	321	343	342
613	322	323	344
614	322	344	343
615	323	324	345
616	323	345	344
617	324	325	346
618	324	346	345
619	325	326	347
620	325	347	346
621	326	327	348
622	326	348	347
623	327	328	349
624	327	349	348
625	328	329	350
626	328	350	349
627	329	330	351
628	329	351	350
629	330	331	352
630	330	352	351
631	331	332	353
632	331	353	352
633	332	333	354
634	332	354	353
635	333	334	355
636	333	355	354
637	334	335	356
638	334	356	355
639	335	336	357
640	335	357	356
641	337	338	359
642	337	359	358
643	338	339	360
644	338	360	359
645	339	340	361
646	339	361	360
647	340	341	362
648	340	362	361
649	341	342	363
650	341	363	362
651	342	343	364
652	342	364	363
653	343	344	365
654	343	365	364
655	344	345	366
656	344	366	365
657	345	346	367
658	345	367	366
659	346	347	368
660	346	368	367
661	347	348	369
662	347	369	368
663	348	349	370
664	348	370	369
665	349	350	371
666	349	371	370
667	350	351	372
668	350	372	371
669	351	352	373
670	351	373	372
671	352	353	374
672	352	374	373
673	353	354	375
674	353	375	374
675	354	355	376
676	354	376	375
677	355	356	377
678	355	377	376
679	356	357	378
680	356	378	377
681	358	359	380
682	358	380	379
683	359	360	381
684	359	381	380
685	360	361	382
686	360	382	381
687	361	362	383
688	361	383	382
689	362	363	384
690	362	384	383
691	363	364	385
692	363	385	384
693	364	365	386
694	364	386	385
695	365	366	387
696	365	387	386
697	366	367	388
698	366	388	387
699	367	368	389
700	367	389	388
701	368	369	390
702	368	390	389
703	369	370	391
704	369	391	390
705	370	371	392
706	370	392	391
707	371	372	393
708	371	393	392
709	372	373	394
710	372	394	393
711	373	374	395
712	373	395	394
713	374	375	396
714	374	396	395
715	375	376	397
716	375	397	396
717	376	377	398
718	376	398	397
719	377	378	399
720	377	399	398
721	379	380	401
722	379	401	400
723	380	381	402
724	380	402	401
725	381	382	403
726	381	403	402
727	382	383	404
728	382	404	403
729	383	384	405
730	383	405	404
731	384	385	406
732	384	406	405
733	385	386	407
734	385	407	406
735	386	387	408
736	386	408	407
737	387	388	409
738	387	409	408
739	388	389	410
740	388	410	409
741	389	390	411
742	389	411	410
743	390	391	412
744	390	412	411
745	391	392	413
746	391	413	412
747	392	393	414
748	392	414	413
749	393	394	415
750	393	415	414
751	394	395	416
752	394	416	415
753	395	396	417
754	395	417	416
755	396	397	418
756	396	418	417
757	397	398	419
758	397	419	418
759	398	399	420
760	398	420	419
761	400	401	422
762	400	422	421
763	401	402	423
764	401	423	422
765	402	403	424
766	402	424	423
767	403	404	425
768	403	425	424
769	404	405	426
770	404	426	425
771	405	406	427
772	405	427	426
773	406	407	428
774	406	428	427
775	407	408	429
776	407	429	428
777	408	409	430
778	408	430	429
779	409	410	431
780	409	431	430
781	410	411	432
782	410	432	431
783	411	412	433
784	411	433	432
785	412	413	434
786	412	434	433
787	413	414	435
788	413	435	434
789	414	415	436
790	414	436	435
791	415	416	437
792	415	437	436
793	416	417	438
794	416	438	437
795	417	418	439
796	417	439	438
797	418	419	440
798	418	440	439
799	419	420	441
800	419	441	440
